pol,text
neutral,Maybe we have 2 print at NUS but need a saved version 2 bring there?
negative,Yes u did... Then u going office tmr a not? U got sch at 9 rite? My sis ex so irritating keep calling me while i msg u...
negative,Hmmm... 12? I cant shop too long oso\u002c nd to b home by 4....
neutral,ours short range\u002c theirs long range
neutral,i am going with her
positive,Oh... Then ok la. I\u2019ll be back by then. Before you go out\u002c give me a message
positive,My dear\u002c thank you very much ah... I love u\u002c how are u? Is your skin still itching?
negative,I think not going lah\u002c so sorry\u002c dun b angry w me k.
positive,Sure ah my love.... I will pray for u... Okie! Blow a kiss to u :??
neutral,Cos e other one bounce back.. So i need to check whether u have enough space.
positive,There is one gracious pet-boarding hotel (6484 4844) but i dun noe where is e place.
positive,hello. happy chinese new year. huiyi and i wish to have a gathering w the huahui pple. it is thurs 5th feb 7pm at orchard mrt. can come?
negative,forget it not interested
neutral,U can help me check ur house there or nearby there hor still got sell the monkey ma.. Macdonald one.....
neutral,Sorry just now i was outside doing some packing.. So wat colour u choose?
negative,Haiz... Deckie dun want to go too?
positive,wah... u so gd ah... okie... i will listen to u... but how about dinner??? re we having one?
neutral,Eat at old airport road... But now 630 oredi... Got a lot of pple...
neutral,Kay... Since we are out already
negative,huh? dun scare me lei\u002c ts thursday
negative,Yup i eat w u... My sis dun wan 2 eat...
neutral,ok lah\u002cwe have 3 more matches to play and we\u2019re 8th out of 16 teams
negative,I\u2019m really a lousy friend? always hurt my friends\u2019 feelings? wensi\u002c my sec school mates\u002c pr. school? n now u? lousy! so u want 2 do anot?
negative,Wow... Joan goin w her bf\u002c her parents allow so gd ah...Haiz\u002c so sad\u002c cant c her pigs...
neutral,Hey gals.. Anyone of u going down to e driving centre tmr?
neutral,Are you free to go out this sunday? My club is having a performance at musicdreamer at 7.30pm
positive,haha.. If I\u2019ve gone\u002c I wouldn\u2019t have asked u
neutral,i only free on 29th
neutral,Today i\u2019m not workin but not free oso... Gee... Thgt u workin at ur fren\u2019s shop ?
neutral,i think i go find u.. Maybe go out or wat if dun have..but i just go.. Wait 4 me ah.. Lol
neutral,Xy trying smth now. U eat already? We havent...
positive,Wat makes u thk i\u2019ll fall down. But actually i thk i\u2019m quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
positive,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
positive,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
positive,No. We goin straight there. Try to get xy along lah Ã¼ i give u a lift no prob
neutral,Wat u doing now? Haiz\u002c i got to go down to my dad office liao.
neutral,what time you want me to call you ?
negative,got voucher. so not that bad
neutral,wanna go to supermarket?
positive,whr gt sux? life is sooo beautiful!
neutral,am interested in going out tonight.  say to chinatown/raffles?  any objections?
neutral,me takin 66\u002c 64\u002c 50 n either baha indo or social work
neutral,have booked table at angel restaurant at faculty club. Meet at twelve noon at outside the restaurant.
neutral,We eating at science\u002c u want to eat?
neutral,Mayb u seen better night scenery out of spore t why u dont find it nice here
neutral,if possible\u002c give me a morning call or sms k??
neutral,Today module bidding rd 1. can bid if have internet access. anyway\u002c i got all b\u2019s n b+. sigh\u002c but hope ur\u2019s is gd.
neutral,you know any good c programming websites ?
neutral,But got a few exit leh... It\u2019s e exit on ur right when u come out frm e control... So 7 ah\u002c dun b late...
neutral,u free later?? k come my hse help me some pc stuff??
neutral,Don studying too hard. Take care especial health. Ok bye!
neutral,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke
positive,Fundmanagementandtrading....but i\u2019m flexible ofcox ;>
neutral,hey babe!! me e same.. i hope?cz e increasin num on e weighin machines hints otherwise.. lolz..
neutral,Yup. I dont know how 2 explain.... Need something in e server 2 compile e jsp\u002c think unix dont hv. Else u can try. U create a folder in ur unix then upload ur file inside. Then u go 2 t webpage 2 c if u can view it. www.comp.nus.edu.sg/~howyijue/folder name/file.jsp
negative,Sitting ard nothing to do lor. U leh busy w work?
neutral,hey xin\u002cmon 4 aug\u002c 0845 at lt32\u002cformal wear\u002c cant wear jeans.tats d plan for 1st day of sch.Haiz\u002c surely bring us tour ard e sch one\u002c sianz...
positive,I dun mind. You din feel very well must need to rest. good nite
negative,xy:So how later meeting? U meeting yj later? I got a feeling tomw i cant meet u all.
negative,THe doc says at least a wk before can liao. U shld take also coz other kinds of flu will come sg only not as serious but betta to be vaccined
neutral,Oh. Then ok la. He he. See you tomorrow la
neutral,eh\u002c your class ended already or not? i need to go off soon.
neutral,Ok see you online to discuss the modules
negative,Aiya.. got it wrong
neutral,2molo wat tim eu go home? i need to pass the wood shreds to u. i ve class fr 4-6pm
negative,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
negative,Paint hostel for wat... So tonite no nd me to company u rite...
positive,Yeah... I\u2019ve got e time slot 4 stats.. Oh\u002c i\u2019ve sent email to em liao\u002c hope they\u2019ll reply asap...
negative,I just got off 96 cos it took damn long to come and it was super slow. Prob reach in twenty min
positive,so happy !!!!!!! finally bought it
neutral,Hmmm...Dun have leh... Y do u nd it... Oh u noe photographic society got meetin on wed\u002c wana go?
positive,It is ok. you and me always like this rite? See you love you
neutral,Erm... can i take the job ar?
positive,ok\u002c see you at pink tables.
positive,no no graduating tis sem...1 more essential to clear...
neutral,So hv u ask e pet hotel? Anyway hv u ask shuhui whether she want to watch?
neutral,no lah...i leave aound 18 days \u002c next yr then wanna clear
neutral,Drive carefully when u come back hor... Raining heavily...
negative,Nope nothing 2 buy going out 4 dinner now.
negative,We havent eat swensens yet... Going 2 eat now... U wan 2 join us? It\u2019s at 2nd level near tokyu...
neutral,can you buy me cdr? no rush\u002c buy when you go buy stuff. thx...
neutral,i\u2019m meeting them at orchard mrt..u wan join us??
positive,Ok lor. Haha lucky i ask if not i\u2019ll keep waiting..
negative,You come out now. I am arriving. Do not be late again
neutral,Wat time he pickin u up?
neutral,I out now. WE meet at central library bus stop?
neutral,In one of e stores on 2nd floor... Near e escalator...
positive,hey hey!! how\u2019s yr hols been girl...So long never talk to you already.
neutral,Well\u002c there r gods everywhere\u002c but there also will have a number of dabao-ers around also...
negative,tutorial drafts r out. but i can\u2019t seem to find level 4000 one
neutral,have u informed them abt the gathering??
neutral,hmm... i should be free... where do u want to go?
neutral,Hey gal\u002c wad u doing today? Do u noe if e shops are open today?
neutral,My batt is flat... call you when I\u2019m home...
positive,Hey hey\u002c stats only need 1 point! How\u2019s it going on for AI for you all?
neutral,Ã free to join me and xy later to shop for shuhui\u2019s present? Time and venue to be confirmed later
positive,i got the perfect christmas gift for you! tee hee! i think u will love it!!!
negative,huh... i dun wanna go clubbing lei... i v broke this month... next month instead k?
neutral,Hmmm... Mayb i go ur hse and get from u lor...
neutral,2nite wat time?
negative,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
positive,My dear\u002c i m going to sleep now... May u have a good rest too...
negative,u still dun know where?
neutral,Dunno.. Either take bus or drive lor... But u must bring me la.. N cant stay overnight... Go in early in e morning...
neutral,There is a guardian outside that mrt. some days ago ther is promotion of facial mask
positive,hi. happy & blessed birthday! hope u had a wonderful day.
neutral,125 arthur rd.. condo\u2019s name is arthur mansion.. near e junction of meyer rd n fort rd\u002c beside katong park
neutral,One mah... Three hours... You got something on the next day morning? If have\u002c then eight loh...
negative,Oki... Think i\u2019m confused... I only know that it\u2019s at paragon... Dunno where you referring to...
neutral,Yup... Ok i go home look at the timings then i msg Ã¼ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
neutral,Here got lots of hair dresser fr china.
neutral,no alh  we are not discussing fromt he viewpoint of lust\u002c we discussing it from the point of being enginner or not
neutral,Not dat i dun wan sign up but i wan only for a mth... Try try first mah... Then y my sis got 1 mth one...
